Date,Growth_Population,Value_Population
2020-05-18,1.04414877753953,1.0227642998713238
2020-05-19,1.032960427585024,1.0042135561745222
2020-05-20,1.0460203384667566,1.0204026469615373
2020-05-21,1.035050055891192,1.0130054463912734
2020-05-22,1.0355736897962164,1.0114220858633043
2020-05-26,1.0343152458060696,1.0381484168105872
2020-05-27,1.0385983055221817,1.0597291018209583
2020-05-28,1.0374667386066039,1.053213864334955
2020-05-29,1.042451205492308,1.0500600179870037
2020-06-01,1.0439789055174942,1.0519365033017558
2020-06-02,1.0455678759916265,1.0582879200059985
2020-06-03,1.0498464171362147,1.0769782814670097
2020-06-04,1.0346189457391164,1.0765202569640737
2020-06-05,1.0529285619228501,1.1006665547461802
2020-06-08,1.0574625257071424,1.1141480682450522
2020-06-09,1.0543982588464644,1.0854188252021886
2020-06-10,1.0548862810988304,1.05496876452095
2020-06-11,0.9946328586467356,0.9827376718360358
2020-06-12,1.0017708391628424,0.9961039990452596
2020-06-15,1.0093365435722579,1.0004913781755953
2020-06-16,1.0270350245211841,1.014038034778763
2020-06-17,1.0241636311500772,1.000150586109545
2020-06-18,1.0233389202142948,0.9966772093648775
2020-06-19,1.0181939556157205,0.9858645899156211
2020-06-22,1.0261559821383528,0.9828733977583466
2020-06-23,1.0296999310887551,0.9825151811499021
2020-06-24,1.0031080244052617,0.9550004840760132
2020-06-25,1.0123071213172414,0.9658610933997762
2020-06-26,0.9879770789647591,0.945426475523826
2020-06-29,0.9970270637489275,0.9639938512485118
2020-06-30,1.0135438625139732,0.9758128204652544
2020-07-01,1.0259250713665282,0.9768628468683477
2020-07-02,1.02816087814592,0.9841433693809558
2020-07-06,1.0472693709032068,0.9976337484916905
2020-07-07,1.0378257915443985,0.9888225438216726
2020-07-08,1.04961584539292,0.9957297478583095
2020-07-09,1.0516167648765524,0.984289452412843
2020-07-10,1.049238274844838,1.0016157504390406
2020-07-13,1.0243193482515047,1.0005878127715486
2020-07-14,1.0320853728249044,1.0153431606915877
2020-07-15,1.0336574012435846,1.0327123716964854
2020-07-16,1.023656555064418,1.0311088454344404
2020-07-17,1.0244459825355627,1.0342727273381538
2020-07-20,1.0459808876344863,1.0264906129001725
2020-07-21,1.0332931871910436,1.037231295737603
2020-07-22,1.036624366631515,1.0410786112056012
2020-07-23,1.0105275833311342,1.0364336241109722
2020-07-24,1.0026585070625318,1.0245443241736985
2020-07-27,1.0136614773296073,1.0222998075977536
2020-07-28,1.000834345381875,1.0164476381775616
2020-07-29,1.011381775725707,1.0273562434141557
2020-07-30,1.0123480771862257,1.0147625947491157
2020-07-31,1.0255189092593657,1.0097021345391228
2020-08-03,1.0362248399106142,1.0115393042505205
2020-08-04,1.0363272798144674,1.0138180751308137
2020-08-05,1.03966694085125,1.018764018331116
2020-08-06,1.0463339213093756,1.016972281593936
2020-08-07,1.0338828892716538,1.0247221416603518
2020-08-10,1.0256148303880774,1.0304451247372284
2020-08-11,1.008785344006463,1.0266018081814061
2020-08-12,1.0273370070468009,1.0308974457471856
2020-08-13,1.0294609632302714,1.022409954291434
2020-08-14,1.0246883626667824,1.021348573805273
2020-08-17,1.033036399830357,1.0172988804541947
2020-08-18,1.0384629334110502,1.0124588621748423
2020-08-19,1.0310934309667805,1.0070603450729043
2020-08-20,1.0384330754404272,1.0020089845054325
2020-08-21,1.0390160188960846,1.0016640326814408
2020-08-24,1.0396473225780398,1.0149143181821174
2020-08-25,1.042397115541124,1.012329287954748
2020-08-26,1.0583345351459026,1.0092651455270407
2020-08-27,1.0517162031836778,1.0144861005399248
2020-08-28,1.0523897413560175,1.019005953302382
2020-08-31,1.0533295515311698,1.0086292605083285
2020-09-01,1.06458866510459,1.0100801643609414
2020-09-02,1.0698344855850614,1.0240139467694476
2020-09-03,1.0153983684061367,1.0017739889302846
2020-09-04,0.9979466505840672,0.9999094295144587
2020-09-08,0.9607576223437937,0.9822928027120456
2020-09-09,0.9856124621559101,0.9945011375715149
2020-09-10,0.9660905518507906,0.9811346873207049
2020-09-11,0.96193197942218,0.9873823064205133
2020-09-14,0.9772323076430879,1.0014034718282367
2020-09-15,0.9873769444237104,1.000668711954327
2020-09-16,0.9752254983521029,1.0065353077034878
2020-09-17,0.9630969001726483,1.0016618210409984
2020-09-18,0.954685646098499,0.9919318131010981
2020-09-21,0.9572671007333989,0.9701486119892103
2020-09-22,0.9739704242042982,0.9742771454953062
2020-09-23,0.9504852959076535,0.9568584886779354
2020-09-24,0.9576388963012649,0.9607405632165098
2020-09-25,0.9811433441992735,0.973831438886627
2020-09-28,1.0001076830300144,0.9913226913668058
2020-09-29,1.0003700312620643,0.9852990312128457
2020-09-30,1.0118784355221233,0.9939539351299937
2020-10-01,1.0279972547581209,0.9985285181327896
2020-10-02,1.0088961491487691,1.0023196280028668
2020-10-05,1.0284531711721574,1.0185661786124645
2020-10-06,1.0108243725567934,1.0088395987415548
2020-10-07,1.0286681152499766,1.0242221464117747
2020-10-08,1.0306276700291244,1.0355076539903982
2020-10-09,1.0431276570816248,1.0353579374845372
2020-10-12,1.062790194525081,1.0418895324615407
2020-10-13,1.0590962190424296,1.030394203589503
2020-10-14,1.0475468119496052,1.025578578913782
2020-10-15,1.0383565826428844,1.0279049654804988
2020-10-16,1.0302568582740814,1.0289336285568975
2020-10-19,1.012117761501194,1.012286926689075
2020-10-20,1.0125215257993252,1.0151401917152936
2020-10-21,1.0066337260551133,1.0081460880393307
2020-10-22,1.0027903068830322,1.0185225995475693
2020-10-23,1.0053305505339993,1.0169518654849508
2020-10-26,0.9883701036297996,0.9949278213511379
2020-10-27,0.9923809604545196,0.9815876401959871
2020-10-28,0.9562225112248119,0.95393764404809
2020-10-29,0.9689419331353784,0.9619361612793047
2020-10-30,0.9479247351825892,0.962741435862
2020-11-02,0.9551800205651333,0.9814376514813025
2020-11-03,0.9724485750047163,0.9991999254385566
2020-11-04,1.0140681754410672,0.9991049618476774
2020-11-05,1.0352544089697255,1.0163703206270154
2020-11-06,1.0350745967232131,1.0149901821003808
2020-11-09,1.018140250480416,1.0553757201398648
2020-11-10,1.0048733157655287,1.064594527713285
2020-11-11,1.0239133676038439,1.0584737410796403
2020-11-12,1.018205922644765,1.0427295523163087
2020-11-13,1.025605082466548,1.0601329924323555
2020-11-16,1.0295897823675466,1.0751973841809435
2020-11-17,1.0266092001692457,1.066379856824573
2020-11-18,1.016406849660625,1.0502570858577538
2020-11-19,1.0219412516649289,1.0500489971496283
2020-11-20,1.0156611021480924,1.0426994423944862
2020-11-23,1.0144957637783052,1.0522665718352753
2020-11-24,1.0232541863192677,1.0681650882842824
2020-11-25,1.0241900157270192,1.0537996294237801
2020-11-27,1.0285039208204179,1.0459796381400295
2020-11-30,1.0257367003072273,1.0285812095011235
2020-12-01,1.0308171549314586,1.0322345757095124
2020-12-02,1.0240833471816295,1.0323097086433042
2020-12-03,1.0220000550319863,1.029126870305022
2020-12-04,1.027345216672873,1.0370799821300556
2020-12-07,1.0295253528227033,1.0264059800605252
2020-12-08,1.0308758876209896,1.0268933760916523
2020-12-09,1.0109196633489617,1.0225492233302858
2020-12-10,1.0125805254045763,1.0189596624052562
2020-12-11,1.0094182989173273,1.0139527075028962
2020-12-14,1.0111406141548034,1.0022739588555611
2020-12-15,1.0210490556212037,1.0160985772856266
2020-12-16,1.0243639150248727,1.011976993715536
2020-12-17,1.03072805944546,1.014741182685837
2020-12-18,1.02706628481203,1.0083838375013743
2020-12-21,1.0233996149082731,1.0014996155988969
2020-12-22,1.0248761062259046,0.9949821595084537
2020-12-23,1.015851951439074,1.0023072228120053
2020-12-24,1.0183080950855716,1.0044809686549918
2020-12-28,1.024365093787397,1.0061196152297869
2020-12-29,1.020101729672102,1.0021000712164914
2020-12-30,1.0178268696329285,1.005939125222402
2020-12-31,1.0183152580205659,1.012597490188839
2021-01-04,1.0028679522430402,0.9986441596010569
2021-01-05,1.007060621925838,1.0071089855896724
2021-01-06,0.995553718847574,1.0306360182068455
2021-01-07,1.0169082178227993,1.037639418706077
2021-01-08,1.024738035561467,1.0361642192950085
2021-01-11,1.01057100778949,1.0347433741680436
2021-01-12,1.0066103106459197,1.0371454967748106
2021-01-13,1.0095442668714447,1.0331538114565793
2021-01-14,0.9995705418755088,1.0345545372696197
2021-01-15,0.9938520920149667,1.0226479438911757
2021-01-19,1.00485584505633,1.0251070593590956
2021-01-20,1.0246214216046794,1.02737671723554
2021-01-21,1.0283823065796829,1.0187231472946865
2021-01-22,1.0262511845710642,1.0108310082686853
2021-01-25,1.0313513542248822,1.0078502849118178
2021-01-26,1.0281013026061057,1.001658828420324
2021-01-27,1.0020917025320641,0.9754344383599126
2021-01-28,1.0068582257108227,0.9884488276861795
2021-01-29,0.986601495151077,0.9715332059092217
2021-02-01,1.0068124605833801,0.981741676804626
2021-02-02,1.0213483717320182,0.9943271932005471
2021-02-03,1.0171599238170415,0.997217090880123
2021-02-04,1.0249871115308038,1.0094018419199156
2021-02-05,1.0271104994291502,1.0143107133997211
2021-02-08,1.0313536994432702,1.024463929802208
2021-02-09,1.0283632901321176,1.0237135564971667
2021-02-10,1.024232127273106,1.024418209210806
2021-02-11,1.0258643368292168,1.0242550303402262
2021-02-12,1.0280950398536786,1.0292438900748964
2021-02-16,1.0201522984746436,1.0293770585221558
2021-02-17,1.0149279621269243,1.0289078179553555
2021-02-18,1.0103391546283227,1.0223805816878668
2021-02-19,1.0036975859569535,1.0263236662332802
2021-02-22,0.9827893865290752,1.0284290279297512
2021-02-23,0.9810860715291571,1.0296667196070863
2021-02-24,0.9882807193584111,1.0412932456888253
2021-02-25,0.9587257101955655,1.017751834446065
2021-02-26,0.9625574454173075,1.0036809625568401
2021-03-01,0.986828020423753,1.0224715000145883
2021-03-02,0.9745467413698133,1.0154468392471152
2021-03-03,0.9504940737838615,1.0105171698741966
2021-03-04,0.9368175441961583,0.9972008749712301
2021-03-05,0.9537699434168264,1.0170427989944222
2021-03-08,0.9373527872251224,1.0230755493234451
2021-03-09,0.97115433804019,1.0206652519119366
2021-03-10,0.9732074317676466,1.031572911861161
2021-03-11,0.995720581112266,1.0322188944697737
2021-03-12,0.9927395293145943,1.0380315215962312
2021-03-15,1.0044945174638482,1.039850528183322
2021-03-16,1.0092903787823815,1.0302496957249083
2021-03-17,1.0120817321417936,1.0328458733655554
2021-03-18,0.9892404978395076,1.022338993484042
2021-03-19,0.9945310595399902,1.0163156902432389
2021-03-22,1.0099186517322838,1.0143476355455419
2021-03-23,1.0070859977637243,0.9990432780254412
2021-03-24,0.9946866903426235,0.9988889185125377
2021-03-25,0.9941078322939569,1.0093031276201505
2021-03-26,1.0095655629807498,1.0227767817548488
2021-03-29,1.0095372038130157,1.0164359451775609
2021-03-30,1.0049510614387722,1.0161256033448676
2021-03-31,1.0164001325398326,1.0102256286505282
2021-04-01,1.029103699064658,1.0158481634067928
2021-04-05,1.0433350091470854,1.022320201658561
2021-04-06,1.0393737721126795,1.0209328900435368
2021-04-07,1.0386234062012498,1.0168528013132718
2021-04-08,1.0459585066475523,1.015919710155315
2021-04-09,1.0517541508510388,1.019371518045453
2021-04-12,1.048865956723179,1.019061558994675
2021-04-13,1.056126967448593,1.0153904134603249
2021-04-14,1.0424740457658017,1.0178212438049115
2021-04-15,1.0556536809921742,1.0219980113810734
2021-04-16,1.051852365942295,1.0251188487186842
2021-04-19,1.0390161356698653,1.01971820612655
2021-04-20,1.0295283658461185,1.0089342750636117
2021-04-21,1.0340680431268379,1.017481837812882
2021-04-22,1.0211012860374002,1.007865104958701
2021-04-23,1.0294029855804923,1.0154817029310064
2021-04-26,1.0306195305725998,1.0145515610055948
2021-04-27,1.0235610056141258,1.0146071002616148
2021-04-28,1.016358857108919,1.0145399472840941
2021-04-29,1.014846218168712,1.020671184828084
2021-04-30,1.0061590461257235,1.0113037039841515
2021-05-03,1.0008878572481024,1.0163679683926867
2021-05-04,0.9853485599821287,1.0158393823401208
2021-05-05,0.9803285716904561,1.0176531707239242
2021-05-06,0.9853837502214492,1.023904569238531
2021-05-07,0.9926959228862894,1.0294034337047435
2021-05-10,0.9738780742800001,1.0260871169611525
2021-05-11,0.9717708831581297,1.011328331225855
2021-05-12,0.9497551649410269,0.991366429006426
2021-05-13,0.9610812724551797,1.004428461490875
2021-05-14,0.9810149572376496,1.0163478742405345
2021-05-17,0.9781007400633116,1.0139099817647723
2021-05-18,0.9743253350510481,1.0032312984362657
2021-05-19,0.9763198502257026,0.996817606726314
2021-05-20,0.9938476986361849,1.0010009023191515
2021-05-21,0.9909373371508854,1.0037733882280107
2021-05-24,1.0060454921648723,1.0084113836006923
2021-05-25,1.0085512561047643,1.0020492165680832
2021-05-26,1.0122260866911816,1.0041015897999732
2021-05-27,1.008857400680058,1.0088027338295893
2021-05-28,1.013095766190189,1.008736412231259
2021-06-01,1.0087736156928249,1.0111921910443975
2021-06-02,1.0107418561965917,1.0111403649336648
2021-06-03,1.002367042578459,1.0094370943338582
2021-06-04,1.015956541485286,1.0133500098230064
2021-06-07,1.0189616094403287,1.0100145901846682
2021-06-08,1.0197225178261298,1.010166708674251
2021-06-09,1.0183489255515714,1.005331461176402
2021-06-10,1.025970297348055,1.003215361426799
2021-06-11,1.0252345817523696,1.0049963399403472
2021-06-14,1.0320456717601423,0.9998223868542845
2021-06-15,1.023911469375331,1.000670812656447
2021-06-16,1.0171963492962437,0.993958516617855
2021-06-17,1.026701519887038,0.9816461718327469
2021-06-18,1.01825094658226,0.9644807097180507
2021-06-21,1.023964339083764,0.9838837505704908
2021-06-22,1.031893520188884,0.9858232343562064
2021-06-23,1.0294578404417445,0.9848136042584896
2021-06-24,1.0321342074493607,0.9919431882382261
2021-06-25,1.0311048623028085,0.998293597513013
2021-06-28,1.036362713164223,0.9945726760602981
2021-06-29,1.0363916051895619,0.9923060321313683
2021-06-30,1.0305824734503897,0.9963899005814842
2021-07-01,1.0301245598330688,1.0037325261375654
2021-07-02,1.0377602006380942,1.006422893531503
2021-07-06,1.0396049060780717,0.9980245672563549
2021-07-07,1.0390432076620872,1.0010974746060664
2021-07-08,1.0284555097780845,0.991924121271423
2021-07-09,1.0333512687557043,1.0068862872234712
2021-07-12,1.031820991219571,1.0110694931824509
2021-07-13,1.0275398312490551,1.003766607744464
2021-07-14,1.0257730365538045,1.0024051582491262
2021-07-15,1.016635403906825,1.0015847381820118
2021-07-16,1.0078660399412531,0.9941286910087815
2021-07-19,0.9952682580006708,0.9760377707379795
2021-07-20,1.0087933248840473,0.9919416758269792
2021-07-21,1.0140452629165768,1.0006976402598464
2021-07-22,1.018349756767858,0.9973470814295309
2021-07-23,1.0296944605995086,1.0027029947553299
2021-07-26,1.0271685376296302,1.0062255185538604
2021-07-27,1.0154585460485435,1.0060534423747627
2021-07-28,1.015702686431321,1.004815713293855
2021-07-29,1.0154109727259601,1.010784250257013
2021-07-30,1.0071879022482013,1.0076184396514059
2021-08-02,1.0049030922738504,1.0052542019520307
2021-08-03,1.0106190671834645,1.0128957202456845
2021-08-04,1.010610404161834,1.0028954952671862
2021-08-05,1.015985418719333,1.00788274453586
2021-08-06,1.0111651243380437,1.0140792157348706
2021-08-09,1.0102961389646625,1.0119582624795118
2021-08-10,1.0051267773067243,1.0170010374191294
2021-08-11,1.0030984073557567,1.0219949116752851
2021-08-12,1.0072401038916048,1.0216692248986
2021-08-13,1.008044631779337,1.0199056036823408
2021-08-16,1.0080304705616248,1.0173590176166536
2021-08-17,0.9977732109070406,1.0107061963988218
2021-08-18,0.9884459586584673,0.9989272693491665
2021-08-19,0.991616038870669,0.9951833317327573
2021-08-20,1.0023935897086078,1.0004872943600716
2021-08-23,1.0147740908379905,1.0058396345077343
2021-08-24,1.0160243460310687,1.0080536714081234
2021-08-25,1.0166890366448127,1.0105927108227393
2021-08-26,1.0101450296143566,1.0039208240596402
2021-08-27,1.0186206598842589,1.0114500519302247
2021-08-30,1.0270945695507847,1.0076700917151205
2021-08-31,1.022628501561513,1.0064953240387846
2021-09-01,1.0235602894153555,1.0050948887278432
2021-09-02,1.022075504944402,1.0101990310694333
2021-09-03,1.024194517259364,1.0059621893517594
2021-09-07,1.02203284994238,0.9972597783415359
2021-09-08,1.0172625369735822,0.9966906860864274
2021-09-09,1.0117611954654802,0.992950857542454
2021-09-10,1.0028978020746908,0.9863097675642356
2021-09-13,1.0004067482625691,0.992926871948569
2021-09-14,0.9976839452029527,0.9847829479327309
2021-09-15,1.0042161963344924,0.9943299628351538
2021-09-16,1.0036299602942538,0.9907920943909421
2021-09-17,0.99094249516442,0.985165558148354
2021-09-20,0.9725397716362862,0.9715278057805675
2021-09-21,0.9758353532992036,0.9703597867925092
2021-09-22,0.9854506647755774,0.9813355026650555
2021-09-23,0.9953924309635267,0.9959381541379893
2021-09-24,0.9961181144072112,0.9976736672661155
2021-09-27,0.9882122297990182,1.0019002656745148
2021-09-28,0.9626195801439694,0.9906802048716437
2021-09-29,0.9641281181887938,0.9948997047137612
2021-09-30,0.959248823793561,0.981382046103638
2021-10-01,0.9719126562981542,0.9956376062310914
2021-10-04,0.9544825387043104,0.9925025926122568
2021-10-05,0.9697124830154243,1.0002946008322458
2021-10-06,0.9786223605509511,1.0034085625779412
2021-10-07,0.9908825488924479,1.0114451328845913
2021-10-08,0.9883153549712116,1.0107320749564472
2021-10-11,0.9841350463742549,1.0028684632040592
2021-10-12,0.9857279290577803,1.001341787126624
2021-10-13,0.994742828363377,1.0026849365077057
2021-10-14,1.0129543091495918,1.017906175794704
2021-10-15,1.0212548235932242,1.0229231281520406
2021-10-18,1.0293987223000594,1.0182036809928372
2021-10-19,1.0352340863281724,1.0237244450305618
2021-10-20,1.0328368203444973,1.0307310882498262
2021-10-21,1.03962199250567,1.027880986890207
2021-10-22,1.033827983196881,1.0284136015539735
2021-10-25,1.0407785368666365,1.0287136452784775
2021-10-26,1.0392491978552174,1.0262199584523848
2021-10-27,1.0364980951004978,1.0108071189650345
2021-10-28,1.0439942644988272,1.0174549677382752
2021-10-29,1.0455810519716562,1.0145894445714605
2021-11-01,1.040583988455559,1.017394433308849
2021-11-02,1.0399874484144007,1.0181184744877063
2021-11-03,1.0436869068971162,1.0209107036138496
2021-11-04,1.0505543541962115,1.0149540917885866
2021-11-05,1.0467903928105584,1.0179101760124596
2021-11-08,1.0424374716086942,1.0176603331649785
2021-11-09,1.0324666752757767,1.0142311505801624
2021-11-10,1.013747410156974,1.0089028138167104
2021-11-11,1.0123612024005522,1.007449664651587
2021-11-12,1.0213904923199693,1.009174762995393
2021-11-15,1.017973743758954,1.0084856455753661
2021-11-16,1.025039400483994,1.005854361396319
2021-11-17,1.020159879521872,1.0008468958828787
2021-11-18,1.0253242927139314,0.996420181393688
2021-11-19,1.0257432998633786,0.9880174684890972
2021-11-22,1.0108237146707644,0.9925763028723479
2021-11-23,1.0041493139223998,0.9991468491566443
2021-11-24,1.0084167223642755,0.9979994386825144
2021-11-26,0.9858117284024688,0.9764644051139393
2021-11-29,1.0033291587047728,0.9809129474743175
2021-11-30,0.9876347283724011,0.9594411890049539
2021-12-01,0.9701167355175988,0.9525829389959898
2021-12-02,0.9814578523190862,0.9750171876590892
2021-12-03,0.96701012214997,0.974379331648906
2021-12-06,0.9774877149380812,0.9892213729959055
2021-12-07,1.0064841780749672,1.0024332930938047
2021-12-08,1.0126284271628805,1.0039242099616537
2021-12-09,1.000046347611737,1.0010475012326436
2021-12-10,1.0089787542034467,1.0063036297759038
2021-12-13,0.9969970649877911,1.002845947830168
2021-12-14,0.9857943965829359,1.0020596722663224
2021-12-15,1.0069793704776155,1.011451672241525
2021-12-16,0.9859056261305168,1.0158947499216386
2021-12-17,0.983302974542946,1.003826909550959
2021-12-20,0.9739554971442483,0.9935654910685264
2021-12-21,0.9975004379720751,1.008465503906633
2021-12-22,1.0101515699156878,1.0147685335936627
2021-12-23,1.0182475368356854,1.0202071487429423
2021-12-27,1.0316118480351604,1.0292630281558348
2021-12-28,1.0264248348910097,1.0291318380131804
2021-12-29,1.0254472172591043,1.0282770421703742
2021-12-30,1.019252757805401,1.0239913560710874
2021-12-31,1.01269749129303,1.0212237650800409
2022-01-03,1.0173328511076367,1.0219883025969951
2022-01-04,1.0051809359578328,1.028357973527918
2022-01-05,0.9745064892233424,1.0178533463995216
2022-01-06,0.9736460695542097,1.0182918116237945
2022-01-07,0.9646881824218125,1.0189589060776987
2022-01-10,0.9664035116043717,1.0158510299151104
2022-01-11,0.97861071380084,1.0218958986053257
2022-01-12,0.982226802648999,1.0204190986291874
2022-01-13,0.9603399695404099,1.0145814802559903
2022-01-14,0.9641818574846365,1.0115666082320875
2022-01-18,0.9440882228156403,0.9956374184757185
2022-01-19,0.9360060779504987,0.9856135790476434
2022-01-20,0.9280696860306468,0.9761758534790936
2022-01-21,0.9091541671359101,0.9634010251464912
2022-01-24,0.9218671436311416,0.9660539337087939
2022-01-25,0.908234030205293,0.9639225344798525
2022-01-26,0.915611895071041,0.9594860536728144
2022-01-27,0.9151423046985774,0.959055061044643
2022-01-28,0.9533253523488132,0.9748692339718518
2022-01-31,0.9858791589523245,0.9869935218654534
2022-02-01,0.998226944212571,0.9951699242153544
2022-02-02,1.0089148048466083,1.004252947934392
2022-02-03,0.9758724663850565,0.9946609837937408
2022-02-04,0.9908219762910145,0.9961966178404057
2022-02-07,0.9870135826690032,0.9984803771064992
2022-02-08,0.9997472663466408,1.0061695900086964
2022-02-09,1.021587068000273,1.01826810226055
2022-02-10,1.0041552699278369,1.0061075103786141
2022-02-11,0.9781169967518939,0.9969817922784339
2022-02-14,0.9823094416675701,0.9915270144012845
2022-02-15,1.0057014431957318,1.0037225999120247
2022-02-16,1.00587761538022,1.0057471992754108
2022-02-17,0.9783605721521336,0.9907285298497671
2022-02-18,0.9684968843656827,0.9864612882543953
2022-02-22,0.957264340757125,0.9787102320469021
2022-02-23,0.9355905118891308,0.9675524520705361
2022-02-24,0.9661627503293939,0.9693362976154491
2022-02-25,0.9816205171959681,0.9958844991052989
2022-02-28,0.98452946570206,0.9906095360200112
2022-03-01,0.9727759638702937,0.9766553763565262
2022-03-02,0.9912157100477005,0.99665350966084
2022-03-03,0.9805541128495101,0.9985304906095249
2022-03-04,0.968283590225235,0.9956278834607917
2022-03-07,0.9349786831054228,0.9747348660948374
2022-03-08,0.9342340872575422,0.96917026842564
2022-03-09,0.9728269155256808,0.9883470606877324
2022-03-10,0.970061138181782,0.989773394106449
2022-03-11,0.9558142604542962,0.9840768253585561
2022-03-14,0.9438211476305193,0.9846994026148668
2022-03-15,0.97572383262707,0.9977752510499948
2022-03-16,1.0101369714487394,1.01414211198991
2022-03-17,1.0251114046546124,1.0261391421082549
2022-03-18,1.0462569292664499,1.0287284351499988
2022-03-21,1.041463155406252,1.0294266109576455
2022-03-22,1.056370698212805,1.0338168251469073
2022-03-23,1.0377254258639537,1.0197980162228397
2022-03-24,1.054264068156499,1.027467510958077
2022-03-25,1.0510299969791312,1.03557908259522
2022-03-28,1.064454657706468,1.0329847751705683
2022-03-29,1.0790118152049744,1.0396880160346824
2022-03-30,1.0638371964698812,1.0349016549702863
2022-03-31,1.0449583547916517,1.0184961921950884
2022-04-01,1.0436472903197864,1.0209205575847125
2022-04-04,1.0555856191080328,1.0166417170395756
2022-04-05,1.0295889924296535,1.0069232368593446
2022-04-06,1.0041233328194654,1.0057361075562716
2022-04-07,1.0044919833037833,1.0080426690390687
2022-04-08,0.9901569216624221,1.010706595706969
2022-04-11,0.964592313550081,0.9988104473649969
2022-04-12,0.959624945123014,0.9941052751622406
2022-04-13,0.9751717396471665,1.0005733162894668
2022-04-14,0.9569829911134642,0.9947598758177207
2022-04-18,0.9574580390944284,0.9935702395479762
2022-04-19,0.978380406065989,1.0059684269551095
2022-04-20,0.9711674396939977,1.0124144895151854
2022-04-21,0.954738213226719,0.9987443574160791
2022-04-22,0.931151908606739,0.9738713527345984
2022-04-25,0.9468340575156604,0.975765523161128
2022-04-26,0.9167984822596907,0.9584299230456101
2022-04-27,0.9267283666452167,0.9619742055885457
2022-04-28,0.9633049063856077,0.9792515242427089
2022-04-29,0.926992880011321,0.9526246112648682
