date,Growth_detrended,Value_detrended
2020-10-12 00:00:00-04:00,0.0,0.0
2020-10-13 00:00:00-04:00,-0.00047463968604966045,-0.005019146625935722
2020-10-14 00:00:00-04:00,-0.005610594196029162,-0.006211071937222923
2020-10-15 00:00:00-04:00,-0.008239209957719318,-0.002187452494681552
2020-10-16 00:00:00-04:00,-0.00847087818268455,-0.00013211340694685436
2020-10-19 00:00:00-04:00,-0.021118093611003586,-0.011506084086651325
2020-10-20 00:00:00-04:00,-0.01539262262711849,-0.00597609291172474
2020-10-21 00:00:00-04:00,-0.015566022574525329,-0.008454217932453378
2020-10-22 00:00:00-04:00,-0.01489220768650723,0.004046435405124615
2020-10-23 00:00:00-04:00,-0.008631759869779376,0.005182986103857368
2020-10-26 00:00:00-04:00,-0.022431446965091584,-0.013984318867196532
2020-10-27 00:00:00-04:00,-0.01566677934791505,-0.023964212607046398
2020-10-28 00:00:00-04:00,-0.04840459352635074,-0.04858663182182121
2020-10-29 00:00:00-04:00,-0.032924087556757575,-0.03768041629816554
2020-10-30 00:00:00-04:00,-0.05195311526661717,-0.036416592717179785
2020-11-02 00:00:00-05:00,-0.04410995674180129,-0.017222416409109487
2020-11-03 00:00:00-05:00,-0.02578782073911312,0.0006370502876495987
2020-11-04 00:00:00-05:00,0.01377146888013081,0.0005862401734043621
2020-11-05 00:00:00-05:00,0.034265342427563406,0.01643094200310491
2020-11-06 00:00:00-05:00,0.03398512806920706,0.013169217171715819
2020-11-09 00:00:00-05:00,0.014866918815923058,0.052157673340630706
2020-11-10 00:00:00-05:00,0.001062252820399956,0.06052078297392438
2020-11-11 00:00:00-05:00,0.018749532302898553,0.054909883919143976
2020-11-12 00:00:00-05:00,0.012036318234819099,0.03948530153948193
2020-11-13 00:00:00-05:00,0.01813386285211782,0.057320268252549655
2020-11-16 00:00:00-05:00,0.022538043559002463,0.07347123218890184
2020-11-17 00:00:00-05:00,0.02033008288875271,0.06614840978338732
2020-11-18 00:00:00-05:00,0.010951498659827585,0.05217193515363583
2020-11-19 00:00:00-05:00,0.017052626205615873,0.053813558319039
2020-11-20 00:00:00-05:00,0.010244988771140662,0.04691957812583458
2020-11-23 00:00:00-05:00,0.010568934494320392,0.05922405848132506
2020-11-24 00:00:00-05:00,0.019783581970428066,0.07901854160765853
2020-11-25 00:00:00-05:00,0.024207088461174475,0.0699660415458554
2020-11-27 00:00:00-05:00,0.030676896183918778,0.06710090105596955
2020-11-30 00:00:00-05:00,0.031164733826521407,0.053420140277224304
2020-12-01 00:00:00-05:00,0.04129413673090987,0.06194935656539147
2020-12-02 00:00:00-05:00,0.03759697915821225,0.06559098663575869
2020-12-03 00:00:00-05:00,0.03626991138804603,0.06600070728914109
2020-12-04 00:00:00-05:00,0.04152329522630238,0.07777598101797989
2020-12-07 00:00:00-05:00,0.04404377379318514,0.06989235128675375
2020-12-08 00:00:00-05:00,0.046530321847050304,0.07145752077200251
2020-12-09 00:00:00-05:00,0.028530263209964435,0.06827543136466896
2020-12-10 00:00:00-05:00,0.03072466481272751,0.06507879968316144
2020-12-11 00:00:00-05:00,0.028704628239471952,0.06168710876061345
2020-12-14 00:00:00-05:00,0.031152315877314707,0.049632002710817025
2020-12-15 00:00:00-05:00,0.041530090600700786,0.06404493993177796
2020-12-16 00:00:00-05:00,0.04644168780588487,0.0595936177663936
2020-12-17 00:00:00-05:00,0.05494772988392438,0.06380557366951711
2020-12-18 00:00:00-05:00,0.0539155021989276,0.057550821384022344
2020-12-21 00:00:00-05:00,0.05073018467522439,0.051389147537450386
2020-12-22 00:00:00-05:00,0.05417642501537223,0.04416965698371755
2020-12-23 00:00:00-05:00,0.04705934936032974,0.051197984984695744
2020-12-24 00:00:00-05:00,0.050182036503988,0.0523521828489002
2020-12-28 00:00:00-05:00,0.05832316107183755,0.054824257813630206
2020-12-29 00:00:00-05:00,0.0547304920941174,0.05014448422167006
2020-12-30 00:00:00-05:00,0.05321673505994973,0.05435875086575881
2020-12-31 00:00:00-05:00,0.05508109064015254,0.06204149057954167
2021-01-04 00:00:00-05:00,0.03826294989400503,0.045857510018362246
2021-01-05 00:00:00-05:00,0.043921108173622936,0.05488422198813381
2021-01-06 00:00:00-05:00,0.031876444624788,0.08035883831315282
2021-01-07 00:00:00-05:00,0.05472733040053468,0.08825745244500283
2021-01-08 00:00:00-05:00,0.06393940930394804,0.08750784670390388
2021-01-11 00:00:00-05:00,0.050344296675535416,0.08664852244782573
2021-01-12 00:00:00-05:00,0.0477655493647573,0.0875020999735987
2021-01-13 00:00:00-05:00,0.0517169937535249,0.08826756449155426
2021-01-14 00:00:00-05:00,0.041131681051620905,0.09080107457662123
2021-01-15 00:00:00-05:00,0.035137494441426886,0.08199938062412548
2021-01-19 00:00:00-05:00,0.04633603967514088,0.08596785393544515
2021-01-20 00:00:00-05:00,0.06839112622161148,0.08731767209847807
2021-01-21 00:00:00-05:00,0.0731865645496863,0.07886016911113414
2021-01-22 00:00:00-05:00,0.07189513350642329,0.07212972597774248
2021-01-25 00:00:00-05:00,0.07824874853820618,0.06771842659251925
2021-01-26 00:00:00-05:00,0.07567191685043717,0.06346907659167966
2021-01-27 00:00:00-05:00,0.04693128679698,0.048131559987541594
2021-01-28 00:00:00-05:00,0.05370036779514842,0.042388693334756145
2021-01-29 00:00:00-05:00,0.031656708277934875,0.029245132129831486
